law_id,law_name,hoofdstuk,hoofdstuk_titel,afdeling,afdeling_titel,paragraaf,paragraaf_titel,subparagraaf_titel,titel_titel,artikel,article_name,text
BWBR0001840,Grondwet,Hoofdstuk3,Staten-Generaal,Paragraaf2,,Artikel66,Werkwijze,,,Artikel 66,,"De vergaderingen van de Staten-Generaal zijn openbaar. De deuren worden gesloten, wanneer een tiende deel van het aantal aanwezige leden het vordert of de voorzitter het nodig oordeelt. Door de kamer, onderscheidenlijk de kamers in verenigde vergadering, wordt vervolgens beslist of met gesloten deuren zal worden beraadslaagd en besloten."
BWBR0001840,Grondwet,Hoofdstuk3,Staten-Generaal,Paragraaf2,,Artikel67,Werkwijze,,,Artikel 67,,"De kamers mogen elk afzonderlijk en in verenigde vergadering alleen beraadslagen of besluiten, indien meer dan de helft van het aantal zitting hebbende leden ter vergadering aanwezig is. Besluiten worden genomen bij meerderheid van stemmen. De leden stemmen zonder last. Over zaken wordt mondeling en bij hoofdelijke oproeping gestemd, wanneer één lid dit verlangt."
BWBR0001840,Grondwet,Hoofdstuk3,Staten-Generaal,Paragraaf2,,Artikel68,Werkwijze,,,Artikel 68,,De ministers en de staatssecretarissen geven de kamers elk afzonderlijk en in verenigde vergadering mondeling of schriftelijk de door een of meer leden verlangde inlichtingen waarvan het verstrekken niet in strijd is met het belang van de staat.
BWBR0001840,Grondwet,Hoofdstuk3,Staten-Generaal,Paragraaf2,,Artikel69,Werkwijze,,,Artikel 69,,"De ministers en de staatssecretarissen hebben toegang tot de vergaderingen en kunnen aan de beraadslaging deelnemen. Zij kunnen door de kamers elk afzonderlijk en in verenigde vergadering worden uitgenodigd om ter vergadering aanwezig te zijn. Zij kunnen zich in de vergaderingen doen bijstaan door de personen, daartoe door hen aangewezen."
BWBR0001840,Grondwet,Hoofdstuk3,Staten-Generaal,Paragraaf2,,Artikel70,Werkwijze,,,Artikel 70,,"Beide kamers hebben, zowel ieder afzonderlijk als in verenigde vergadering, het recht van onderzoek (enquête), te regelen bij de wet."
BWBR0001840,Grondwet,Hoofdstuk3,Staten-Generaal,Paragraaf2,,Artikel71,Werkwijze,,,Artikel 71,,"De leden van de Staten-Generaal, de ministers, de staatssecretarissen en andere personen die deelnemen aan de beraadslaging, kunnen niet in rechte worden vervolgd of aangesproken voor hetgeen zij in de vergaderingen van de Staten-Generaal of van commissies daaruit hebben gezegd of aan deze schriftelijk hebben overgelegd."
BWBR0001840,Grondwet,Hoofdstuk3,Staten-Generaal,Paragraaf2,,Artikel72,Werkwijze,,,Artikel 72,,De kamers stellen elk afzonderlijk en in verenigde vergadering een reglement van orde vast.
BWBR0001840,Grondwet,Hoofdstuk4,"Raad van State, Algemene Rekenkamer, Nationale ombudsman en vaste colleges van advies",Artikel73,,,,,,Artikel 73,,"De Raad van State of een afdeling van de Raad wordt gehoord over voorstellen van wet en ontwerpen van algemene maatregelen van bestuur, alsmede over voorstellen tot goedkeuring van verdragen door de Staten-Generaal. In bij de wet te bepalen gevallen kan het horen achterwege blijven. De Raad of een afdeling van de Raad is belast met het onderzoek van de geschillen van bestuur die bij koninklijk besluit worden beslist en draagt de uitspraak voor. De wet kan aan de Raad of een afdeling van de Raad de uitspraak in geschillen van bestuur opdragen."
BWBR0001840,Grondwet,Hoofdstuk4,"Raad van State, Algemene Rekenkamer, Nationale ombudsman en vaste colleges van advies",Artikel74,,,,,,Artikel 74,,De Koning is voorzitter van de Raad van State. De vermoedelijke opvolger van de Koning heeft na het bereiken van de leeftijd van achttien jaar van rechtswege zitting in de Raad. Bij of krachtens de wet kan aan andere leden van het koninklijk huis zitting in de Raad worden verleend. De leden van de Raad worden bij koninklijk besluit voor het leven benoemd. Op eigen verzoek en wegens het bereiken van een bij de wet te bepalen leeftijd worden zij ontslagen. In de gevallen bij de wet aangewezen kunnen zij door de Raad worden geschorst of ontslagen. De wet regelt overigens hun rechtspositie.
BWBR0001840,Grondwet,Hoofdstuk4,"Raad van State, Algemene Rekenkamer, Nationale ombudsman en vaste colleges van advies",Artikel75,,,,,,Artikel 75,,"De wet regelt de inrichting, samenstelling en bevoegdheid van de Raad van State. Bij de wet kunnen aan de Raad of een afdeling van de Raad ook andere taken worden opgedragen."
BWBR0001840,Grondwet,Hoofdstuk4,"Raad van State, Algemene Rekenkamer, Nationale ombudsman en vaste colleges van advies",Artikel76,,,,,,Artikel 76,,De Algemene Rekenkamer is belast met het onderzoek van de ontvangsten en uitgaven van het Rijk.
BWBR0001840,Grondwet,Hoofdstuk4,"Raad van State, Algemene Rekenkamer, Nationale ombudsman en vaste colleges van advies",Artikel77,,,,,,Artikel 77,,"De leden van de Algemene Rekenkamer worden bij koninklijk besluit voor het leven benoemd uit een voordracht van drie personen, opgemaakt door de Tweede Kamer der Staten-Generaal. Op eigen verzoek en wegens het bereiken van een bij de wet te bepalen leeftijd worden zij ontslagen. In de gevallen bij de wet aangewezen kunnen zij door de Hoge Raad worden geschorst of ontslagen. De wet regelt overigens hun rechtspositie."
BWBR0001840,Grondwet,Hoofdstuk4,"Raad van State, Algemene Rekenkamer, Nationale ombudsman en vaste colleges van advies",Artikel78,,,,,,Artikel 78,,"De wet regelt de inrichting, samenstelling en bevoegdheid van de Algemene Rekenkamer. Bij de wet kunnen aan de Algemene Rekenkamer ook andere taken worden opgedragen."
BWBR0001840,Grondwet,Hoofdstuk4,"Raad van State, Algemene Rekenkamer, Nationale ombudsman en vaste colleges van advies",Artikel78a,,,,,,Artikel 78a,,De Nationale ombudsman verricht op verzoek of uit eigen beweging onderzoek naar gedragingen van bestuursorganen van het Rijk en van andere bij of krachtens de wet aangewezen bestuursorganen. De Nationale ombudsman en een substituut-ombudsman worden voor een bij de wet te bepalen termijn benoemd door de Tweede Kamer der Staten-Generaal. Op eigen verzoek en wegens het bereiken van een bij de wet te bepalen leeftijd worden zij ontslagen. In de gevallen bij de wet aangewezen kunnen zij door de Tweede Kamer der Staten-Generaal worden geschorst of ontslagen. De wet regelt overigens hun rechtspositie. De wet regelt de bevoegdheid en werkwijze van de Nationale ombudsman. Bij of krachtens de wet kunnen aan de Nationale ombudsman ook andere taken worden opgedragen.
BWBR0001840,Grondwet,Hoofdstuk4,"Raad van State, Algemene Rekenkamer, Nationale ombudsman en vaste colleges van advies",Artikel79,,,,,,Artikel 79,,"Vaste colleges van advies in zaken van wetgeving en bestuur van het Rijk worden ingesteld bij of krachtens de wet. De wet regelt de inrichting, samenstelling en bevoegdheid van deze colleges. Bij of krachtens de wet kunnen aan deze colleges ook andere dan adviserende taken worden opgedragen."
BWBR0001840,Grondwet,Hoofdstuk4,"Raad van State, Algemene Rekenkamer, Nationale ombudsman en vaste colleges van advies",Artikel80,,,,,,Artikel 80,,"De adviezen van de in dit hoofdstuk bedoelde colleges worden openbaar gemaakt volgens regels bij de wet te stellen. Adviezen, uitgebracht ter zake van voorstellen van wet die door of vanwege de Koning worden ingediend, worden, behoudens bij de wet te bepalen uitzonderingen, aan de Staten-Generaal overgelegd."
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf1,,Artikel81,Wetten en andere voorschriften,,,Artikel 81,,De vaststelling van wetten geschiedt door de regering en de Staten-Generaal gezamenlijk.
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf1,,Artikel82,Wetten en andere voorschriften,,,Artikel 82,,"Voorstellen van wet kunnen worden ingediend door of vanwege de Koning en door de Tweede Kamer der Staten-Generaal. Voorstellen van wet waarvoor behandeling door de Staten-Generaal in verenigde vergadering is voorgeschreven, kunnen worden ingediend door of vanwege de Koning en, voor zover de betreffende artikelen van hoofdstuk 2 dit toelaten, door de verenigde vergadering. Voorstellen van wet, in te dienen door de Tweede Kamer onderscheidenlijk de verenigde vergadering, worden bij haar door een of meer leden aanhangig gemaakt."
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf1,,Artikel83,Wetten en andere voorschriften,,,Artikel 83,,"Voorstellen van wet, ingediend door of vanwege de Koning, worden gezonden aan de Tweede Kamer of, indien daarvoor behandeling door de Staten-Generaal in verenigde vergadering is voorgeschreven, aan deze vergadering."
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf1,,Artikel84,Wetten en andere voorschriften,,,Artikel 84,,"Zolang een voorstel van wet, ingediend door of vanwege de Koning, niet door de Tweede Kamer onderscheidenlijk de verenigde vergadering is aangenomen, kan het door haar, op voorstel van een of meer leden, en vanwege de regering worden gewijzigd. Zolang de Tweede Kamer onderscheidenlijk de verenigde vergadering een door haar in te dienen voorstel van wet niet heeft aangenomen, kan het door haar, op voorstel van een of meer leden, en door het lid of de leden door wie het aanhangig is gemaakt, worden gewijzigd."
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf1,,Artikel85,Wetten en andere voorschriften,,,Artikel 85,,"Zodra de Tweede Kamer een voorstel van wet heeft aangenomen of tot indiening van een voorstel heeft besloten, zendt zij het aan de Eerste Kamer, die het voorstel overweegt zoals het door de Tweede Kamer aan haar is gezonden. De Tweede Kamer kan een of meer van haar leden opdragen een door haar ingediend voorstel in de Eerste Kamer te verdedigen."
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf1,,Artikel86,Wetten en andere voorschriften,,,Artikel 86,,"Zolang een voorstel van wet niet door de Staten-Generaal is aangenomen, kan het door of vanwege de indiener worden ingetrokken. Zolang de Tweede Kamer onderscheidenlijk de verenigde vergadering een door haar in te dienen voorstel van wet niet heeft aangenomen, kan het door het lid of de leden door wie het aanhangig is gemaakt, worden ingetrokken."
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf1,,Artikel87,Wetten en andere voorschriften,,,Artikel 87,,"Een voorstel wordt wet, zodra het door de Staten-Generaal is aangenomen en door de Koning is bekrachtigd. De Koning en de Staten-Generaal geven elkaar kennis van hun besluit omtrent enig voorstel van wet."
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf1,,Artikel88,Wetten en andere voorschriften,,,Artikel 88,,De wet regelt de bekendmaking en de inwerkingtreding van de wetten. Zij treden niet in werking voordat zij zijn bekendgemaakt.
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf1,,Artikel89,Wetten en andere voorschriften,,,Artikel 89,,"Algemene maatregelen van bestuur worden bij koninklijk besluit vastgesteld. Voorschriften, door straffen te handhaven, worden daarin alleen gegeven krachtens de wet. De wet bepaalt de op te leggen straffen. De wet regelt de bekendmaking en de inwerkingtreding van de algemene maatregelen van bestuur. Zij treden niet in werking voordat zij zijn bekendgemaakt. Het tweede en derde lid zijn van overeenkomstige toepassing op andere vanwege het Rijk vastgestelde algemeen verbindende voorschriften."
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel90,Overige bepalingen,,,Artikel 90,,De regering bevordert de ontwikkeling van de internationale rechtsorde.
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel91,Overige bepalingen,,,Artikel 91,,"Het Koninkrijk wordt niet aan verdragen gebonden en deze worden niet opgezegd zonder voorafgaande goedkeuring van de Staten-Generaal. De wet bepaalt de gevallen waarin geen goedkeuring is vereist. De wet bepaalt de wijze waarop de goedkeuring wordt verleend en kan voorzien in stilzwijgende goedkeuring. Indien een verdrag bepalingen bevat welke afwijken van de Grondwet dan wel tot zodanig afwijken noodzaken, kunnen de kamers de goedkeuring alleen verlenen met ten minste twee derden van het aantal uitgebrachte stemmen."
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel92,Overige bepalingen,,,Artikel 92,,"Met inachtneming, zo nodig, van het bepaalde in artikel 91, derde lid, kunnen bij of krachtens verdrag aan volkenrechtelijke organisaties bevoegdheden tot wetgeving, bestuur en rechtspraak worden opgedragen."
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel93,Overige bepalingen,,,Artikel 93,,"Bepalingen van verdragen en van besluiten van volkenrechtelijke organisaties, die naar haar inhoud een ieder kunnen verbinden, hebben verbindende kracht nadat zij zijn bekendgemaakt."
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel94,Overige bepalingen,,,Artikel 94,,"Binnen het Koninkrijk geldende wettelijke voorschriften vinden geen toepassing, indien deze toepassing niet verenigbaar is met een ieder verbindende bepalingen van verdragen en van besluiten van volkenrechtelijke organisaties."
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel95,Overige bepalingen,,,Artikel 95,,De wet geeft regels omtrent de bekendmaking van verdragen en besluiten van volkenrechtelijke organisaties.
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel96,Overige bepalingen,,,Artikel 96,,"Het Koninkrijk wordt niet in oorlog verklaard dan na voorafgaande toestemming van de Staten-Generaal. De toestemming is niet vereist, wanneer het overleg met de Staten-Generaal ten gevolge van een feitelijk bestaande oorlogstoestand niet mogelijk is gebleken. De Staten-Generaal beraadslagen en besluiten ter zake in verenigde vergadering. Het bepaalde in het eerste en het derde lid is van overeenkomstige toepassing voor een verklaring dat een oorlog beëindigd is."
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel97,Overige bepalingen,,,Artikel 97,,"Ten behoeve van de verdediging en ter bescherming van de belangen van het Koninkrijk, alsmede ten behoeve van de handhaving en de bevordering van de internationale rechtsorde, is er een krijgsmacht. De regering heeft het oppergezag over de krijgsmacht."
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel98,Overige bepalingen,,,Artikel 98,,De krijgsmacht bestaat uit vrijwillig dienenden en kan mede bestaan uit dienstplichtigen. De wet regelt de verplichte militaire dienst en de bevoegdheid tot opschorting van de oproeping in werkelijke dienst.
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel99,Overige bepalingen,,,Artikel 99,,De wet regelt vrijstelling van militaire dienst wegens ernstige gewetensbezwaren.
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel99a,Overige bepalingen,,,Artikel 99a,,Volgens bij de wet te stellen regels kunnen plichten worden opgelegd ten behoeve van de civiele verdediging.
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel100,Overige bepalingen,,,Artikel 100,,"De regering verstrekt de Staten-Generaal vooraf inlichtingen over de inzet of het ter beschikking stellen van de krijgsmacht ter handhaving of bevordering van de internationale rechtsorde. Daaronder is begrepen het vooraf verstrekken van inlichtingen over de inzet of het ter beschikking stellen van de krijgsmacht voor humanitaire hulpverlening in geval van gewapend conflict. Het eerste lid geldt niet, indien dwingende redenen het vooraf verstrekken van inlichtingen verhinderen. In dat geval worden inlichtingen zo spoedig mogelijk verstrekt."
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel101,Overige bepalingen,,,Artikel 101,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel102,Overige bepalingen,,,Artikel 102,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel103,Overige bepalingen,,,Artikel 103,,"De wet bepaalt in welke gevallen ter handhaving van de uit- of inwendige veiligheid bij koninklijk besluit een door de wet als zodanig aan te wijzen uitzonderingstoestand kan worden afgekondigd; zij regelt de gevolgen. Daarbij kan worden afgeweken van de grondwetsbepalingen inzake de bevoegdheden van de besturen van provincies, gemeenten, openbare lichamen als bedoeld in artikel 132a en waterschappen, van de grondrechten geregeld in de artikelen 6, voor zover dit de uitoefening buiten gebouwen en besloten plaatsen van het in dit artikel omschreven recht betreft, 7, 8, 9, 12, tweede en derde lid, en 13, alsmede van artikel 113, eerste en derde lid. Terstond na de afkondiging van een uitzonderingstoestand en voorts, zolang deze niet bij koninklijk besluit is opgeheven, telkens wanneer zij zulks nodig oordelen beslissen de Staten-Generaal omtrent het voortduren daarvan; zij beraadslagen en besluiten ter zake in verenigde vergadering."
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel104,Overige bepalingen,,,Artikel 104,,Belastingen van het Rijk worden geheven uit kracht van een wet. Andere heffingen van het Rijk worden bij de wet geregeld.
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel105,Overige bepalingen,,,Artikel 105,,De begroting van de ontvangsten en de uitgaven van het Rijk wordt bij de wet vastgesteld. Jaarlijks worden voorstellen van algemene begrotingswetten door of vanwege de Koning ingediend op het in artikel 65 bedoelde tijdstip. De verantwoording van de ontvangsten en de uitgaven van het Rijk wordt aan de Staten-Generaal gedaan overeenkomstig de bepalingen van de wet. De door de Algemene Rekenkamer goedgekeurde rekening wordt aan de Staten-Generaal overgelegd. De wet stelt regels omtrent het beheer van de financiën van het Rijk.
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel106,Overige bepalingen,,,Artikel 106,,De wet regelt het geldstelsel.
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel107,Overige bepalingen,,,Artikel 107,,"De wet regelt het burgerlijk recht, het strafrecht en het burgerlijk en strafprocesrecht in algemene wetboeken, behoudens de bevoegdheid tot regeling van bepaalde onderwerpen in afzonderlijke wetten. De wet stelt algemene regels van bestuursrecht vast."
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel108,Overige bepalingen,,,Artikel 108,,Vervallen
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel109,Overige bepalingen,,,Artikel 109,,De wet regelt de rechtspositie van de ambtenaren. Zij stelt tevens regels omtrent hun bescherming bij de arbeid en omtrent medezeggenschap.
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel110,Overige bepalingen,,,Artikel 110,,De overheid betracht bij de uitvoering van haar taak openbaarheid volgens regels bij de wet te stellen.
BWBR0001840,Grondwet,Hoofdstuk5,Wetgeving en bestuur,Paragraaf2,,Artikel111,Overige bepalingen,,,Artikel 111,,Ridderorden worden bij de wet ingesteld.
BWBR0001840,Grondwet,Hoofdstuk6,Rechtspraak,Artikel112,,,,,,Artikel 112,,"Aan de rechterlijke macht is opgedragen de berechting van geschillen over burgerlijke rechten en over schuldvorderingen. De wet kan de berechting van geschillen die niet uit burgerlijke rechtsbetrekkingen zijn ontstaan, opdragen hetzij aan de rechterlijke macht, hetzij aan gerechten die niet tot de rechterlijke macht behoren. De wet regelt de wijze van behandeling en de gevolgen van de beslissingen."
BWBR0001840,Grondwet,Hoofdstuk6,Rechtspraak,Artikel113,,,,,,Artikel 113,,Aan de rechterlijke macht is voorts opgedragen de berechting van strafbare feiten. Tuchtrechtspraak door de overheid ingesteld wordt bij de wet geregeld. Een straf van vrijheidsontneming kan uitsluitend door de rechterlijke macht worden opgelegd. Voor berechting buiten Nederland en voor het oorlogsstrafrecht kan de wet afwijkende regels stellen.
BWBR0001840,Grondwet,Hoofdstuk6,Rechtspraak,Artikel114,,,,,,Artikel 114,,De doodstraf kan niet worden opgelegd.
BWBR0001840,Grondwet,Hoofdstuk6,Rechtspraak,Artikel115,,,,,,Artikel 115,,"Ten aanzien van de in artikel 112, tweede lid, bedoelde geschillen kan administratief beroep worden opengesteld."
BWBR0001840,Grondwet,Hoofdstuk6,Rechtspraak,Artikel116,,,,,,Artikel 116,,"De wet wijst de gerechten aan die behoren tot de rechterlijke macht. De wet regelt de inrichting, samenstelling en bevoegdheid van de rechterlijke macht. De wet kan bepalen, dat aan rechtspraak door de rechterlijke macht mede wordt deelgenomen door personen die niet daartoe behoren. De wet regelt het toezicht door leden van de rechterlijke macht met rechtspraak belast uit te oefenen op de ambtsvervulling door zodanige leden en door de personen bedoeld in het vorige lid."
BWBR0001840,Grondwet,Hoofdstuk6,Rechtspraak,Artikel117,,,,,,Artikel 117,,"De leden van de rechterlijke macht met rechtspraak belast en de procureur-generaal bij de Hoge Raad worden bij koninklijk besluit voor het leven benoemd. Op eigen verzoek en wegens het bereiken van een bij de wet te bepalen leeftijd worden zij ontslagen. In de gevallen bij de wet bepaald kunnen zij door een bij de wet aangewezen, tot de rechterlijke macht behorend gerecht worden geschorst of ontslagen. De wet regelt overigens hun rechtspositie."
BWBR0001840,Grondwet,Hoofdstuk6,Rechtspraak,Artikel118,,,,,,Artikel 118,,"De leden van de Hoge Raad der Nederlanden worden benoemd uit een voordracht van drie personen, opgemaakt door de Tweede Kamer der Staten-Generaal. De Hoge Raad is in de gevallen en binnen de grenzen bij de wet bepaald, belast met de cassatie van rechterlijke uitspraken wegens schending van het recht. Bij de wet kunnen aan de Hoge Raad ook andere taken worden opgedragen."
BWBR0001840,Grondwet,Hoofdstuk6,Rechtspraak,Artikel119,,,,,,Artikel 119,,"De leden van de Staten-Generaal, de ministers en de staatssecretarissen staan wegens ambtsmisdrijven in die betrekkingen gepleegd, ook na hun aftreden terecht voor de Hoge Raad. De opdracht tot vervolging wordt gegeven bij koninklijk besluit of bij een besluit van de Tweede Kamer."
BWBR0001840,Grondwet,Hoofdstuk6,Rechtspraak,Artikel120,,,,,,Artikel 120,,De rechter treedt niet in de beoordeling van de grondwettigheid van wetten en verdragen.
BWBR0001840,Grondwet,Hoofdstuk6,Rechtspraak,Artikel121,,,,,,Artikel 121,,Met uitzondering van de gevallen bij de wet bepaald vinden de terechtzittingen in het openbaar plaats en houden de vonnissen de gronden in waarop zij rusten. De uitspraak geschiedt in het openbaar.
BWBR0001840,Grondwet,Hoofdstuk6,Rechtspraak,Artikel122,,,,,,Artikel 122,,Gratie wordt verleend bij koninklijk besluit na advies van een bij de wet aangewezen gerecht en met inachtneming van bij of krachtens de wet te stellen voorschriften. Amnestie wordt bij of krachtens de wet verleend.
BWBR0001840,Grondwet,Hoofdstuk7,"Provincies, gemeenten, Caribische openbare lichamen, waterschappen en andere openbare lichamen",Artikel123,,,,,,Artikel 123,,Bij de wet kunnen provincies en gemeenten worden opgeheven en nieuwe ingesteld. De wet regelt de wijziging van provinciale en gemeentelijke grenzen.
BWBR0001840,Grondwet,Hoofdstuk7,"Provincies, gemeenten, Caribische openbare lichamen, waterschappen en andere openbare lichamen",Artikel124,,,,,,Artikel 124,,Voor provincies en gemeenten wordt de bevoegdheid tot regeling en bestuur inzake hun huishouding aan hun besturen overgelaten. Regeling en bestuur kunnen van de besturen van provincies en gemeenten worden gevorderd bij of krachtens de wet.
BWBR0001840,Grondwet,Hoofdstuk7,"Provincies, gemeenten, Caribische openbare lichamen, waterschappen en andere openbare lichamen",Artikel125,,,,,,Artikel 125,,"Aan het hoofd van de provincie en de gemeente staan provinciale staten onderscheidenlijk de gemeenteraad. Hun vergaderingen zijn openbaar, behoudens bij de wet te regelen uitzonderingen. Van het bestuur van de provincie maken ook deel uit gedeputeerde staten en de commissaris van de Koning, van het bestuur van de gemeente het college van burgemeester en wethouders en de burgemeester."
BWBR0001840,Grondwet,Hoofdstuk7,"Provincies, gemeenten, Caribische openbare lichamen, waterschappen en andere openbare lichamen",Artikel126,,,,,,Artikel 126,,"Bij de wet kan worden bepaald, dat de commissaris van de Koning wordt belast met de uitvoering van een door de regering te geven ambtsinstructie."
BWBR0001840,Grondwet,Hoofdstuk7,"Provincies, gemeenten, Caribische openbare lichamen, waterschappen en andere openbare lichamen",Artikel127,,,,,,Artikel 127,,"Provinciale staten en de gemeenteraad stellen, behoudens bij de wet of door hen krachtens de wet te bepalen uitzonderingen, de provinciale onderscheidenlijk de gemeentelijke verordeningen vast."
BWBR0001840,Grondwet,Hoofdstuk7,"Provincies, gemeenten, Caribische openbare lichamen, waterschappen en andere openbare lichamen",Artikel128,,,,,,Artikel 128,,"Behoudens in de gevallen bedoeld in artikel 123, kan de toekenning van bevoegdheden, als bedoeld in artikel 124, eerste lid, aan andere organen dan die, genoemd in artikel 125, alleen door provinciale staten onderscheidenlijk de gemeenteraad geschieden."
BWBR0001840,Grondwet,Hoofdstuk7,"Provincies, gemeenten, Caribische openbare lichamen, waterschappen en andere openbare lichamen",Artikel129,,,,,,Artikel 129,,"De leden van provinciale staten en van de gemeenteraad worden rechtstreeks gekozen door de Nederlanders, tevens ingezetenen van de provincie onderscheidenlijk de gemeente, die voldoen aan de vereisten die gelden voor de verkiezing van de Tweede Kamer der Staten-Generaal. Voor het lidmaatschap gelden dezelfde vereisten. De leden worden gekozen op de grondslag van evenredige vertegenwoordiging binnen door de wet te stellen grenzen. De artikelen 53, tweede lid, en 59 zijn van toepassing. Artikel 57a is van overeenkomstige toepassing. De zittingsduur van provinciale staten en de gemeenteraad is vier jaren, behoudens bij de wet te bepalen uitzonderingen. De wet bepaalt welke betrekkingen niet gelijktijdig met het lidmaatschap kunnen worden uitgeoefend. De wet kan bepalen, dat beletselen voor het lidmaatschap voortvloeien uit verwantschap of huwelijk en dat het verrichten van bij de wet aangewezen handelingen tot het verlies van het lidmaatschap kan leiden. De leden stemmen zonder last."
BWBR0001840,Grondwet,Hoofdstuk7,"Provincies, gemeenten, Caribische openbare lichamen, waterschappen en andere openbare lichamen",Artikel130,,,,,,Artikel 130,,"De wet kan het recht de leden van de gemeenteraad te kiezen en het recht lid van de gemeenteraad te zijn toekennen aan ingezetenen, die geen Nederlander zijn, mits zij tenminste voldoen aan de vereisten die gelden voor ingezetenen die tevens Nederlander zijn."
BWBR0001840,Grondwet,Hoofdstuk7,"Provincies, gemeenten, Caribische openbare lichamen, waterschappen en andere openbare lichamen",Artikel131,,,,,,Artikel 131,,"De commissaris van de Koning en de burgemeester worden aangesteld, geschorst en ontslagen op een bij de wet te bepalen wijze. Krachtens de wet kunnen nadere regels worden gesteld over de daarbij te volgen procedures."
BWBR0001840,Grondwet,Hoofdstuk7,"Provincies, gemeenten, Caribische openbare lichamen, waterschappen en andere openbare lichamen",Artikel132,,,,,,Artikel 132,,"De wet regelt de inrichting van provincies en gemeenten, alsmede de samenstelling en bevoegdheid van hun besturen. De wet regelt het toezicht op deze besturen. Besluiten van deze besturen kunnen slechts aan voorafgaand toezicht worden onderworpen in bij of krachtens de wet te bepalen gevallen. Vernietiging van besluiten van deze besturen kan alleen geschieden bij koninklijk besluit wegens strijd met het recht of het algemeen belang. De wet regelt de voorzieningen bij in gebreke blijven ten aanzien van regeling en bestuur, gevorderd krachtens artikel 124, tweede lid. Bij de wet kunnen met afwijking van de artikelen 125 en 127 voorzieningen worden getroffen voor het geval het bestuur van een provincie of een gemeente zijn taken grovelijk verwaarloost. De wet bepaalt welke belastingen door de besturen van provincies en gemeenten kunnen worden geheven en regelt hun financiële verhouding tot het Rijk."
BWBR0001840,Grondwet,Hoofdstuk7,"Provincies, gemeenten, Caribische openbare lichamen, waterschappen en andere openbare lichamen",Artikel132a,,,,,,Artikel 132a,,"Bij de wet kunnen in het Caribische deel van Nederland andere territoriale openbare lichamen dan provincies en gemeenten worden ingesteld en opgeheven. De artikelen 124, 125 en 127 tot en met 132 zijn ten aanzien van deze openbare lichamen van overeenkomstige toepassing. In deze openbare lichamen worden verkiezingen gehouden voor een kiescollege voor de Eerste Kamer. Artikel 129 is van overeenkomstige toepassing. Voor deze openbare lichamen kunnen regels worden gesteld en andere specifieke maatregelen worden getroffen met het oog op bijzondere omstandigheden waardoor deze openbare lichamen zich wezenlijk onderscheiden van het Europese deel van Nederland."
