DOC_ID,law_id,law_name,hoofdstuk,hoofdstuk_titel,afdeling,afdeling_titel,paragraaf,paragraaf_titel,subparagraaf_titel,titel_titel,artikel,article_name,text
DOC0964,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf4a,,Artikel26ae,Meetinrichtingen en meetgegevens,,,Artikel 26ae,,"tenzij dit technisch onmogelijk is of niet efficiënt is in verhouding tot de geraamde potentiële energiebesparingen op lange termijn; een nieuwe aansluiting wordt gemaakt in een nieuw gebouw; een gebouw ingrijpend wordt gerenoveerd. bij algemene maatregel van bestuur kunnen in aanvulling op het tweede lid andere situaties worden bepaald waarin een netbeheerder tot taak heeft ervoor zorg te dragen dat een afnemer als bedoeld in artikel 95a, eerste lid, binnen een redelijke termijn een meetinrichting ter beschikking wordt gesteld die ten minste voldoet aan de krachtens artikel 95la, eerste lid, gestelde eisen. een netbeheerder draagt er zorg voor dat een afnemer als bedoeld in artikel 95a, eerste lid, op een eerder tijdstip dan het door de netbeheerder op grond van het eerste lid voorziene tijdstip, voor een of meer aansluitingen op verzoek van een natuurlijke persoon of rechtspersoon die daarbij belang heeft, binnen een redelijke termijn een meetinrichting ter beschikking"
DOC0965,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf4a,,Artikel26ae,Meetinrichtingen en meetgegevens,,,Artikel 26ae,,"wordt gesteld die ten minste voldoet aan de krachtens artikel 95la, eerste lid, gestelde eisen, tenzij dit ertoe leidt dat de planning die de netbeheerder hanteert om te voldoen aan de in het eerste lid bedoelde verplichting, niet wordt gehaald. indien een meetinrichting door de netbeheerder ter beschikking is gesteld ingevolge het derde of vierde lid en de ter beschikking gestelde meetinrichting is geïnstalleerd, is de desbetreffende afnemer aan de desbetreffende netbeheerder een vergoeding verschuldigd in verband met de meerkosten. bij ministeriële regeling wordt de hoogte van de vergoeding vastgesteld die voor verschillende situaties verschillend kan worden vastgesteld. gedurende de in het eerste lid bedoelde periode kan een ander dan een netbeheerder op verzoek van een afnemer als bedoeld in artikel 95a, eerste lid, er na voorafgaande melding aan de betreffende netbeheerder voor zorgdragen dat die afnemer voor een of meer aansluitingen beschikt over een geïnstalleerde meetinrichting die ten minste"
DOC0966,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf4a,,Artikel26ae,Meetinrichtingen en meetgegevens,,,Artikel 26ae,,"voldoet aan de krachtens artikel 95la, eerste lid, gestelde eisen die gelden op het tijdstip van terbeschikkingstelling. indien een ander dan een netbeheerder er zorg voor draagt dat een afnemer als bedoeld in artikel 95a, eerste lid, beschikt over een meetinrichting die ten minste voldoet aan de krachtens artikel 95la gestelde eisen, betaalt de betreffende netbeheerder aan die ander een vergoeding. bij ministeriële regeling wordt de hoogte van de vergoeding als bedoeld in het achtste lid vastgesteld, die voor verschillende situaties verschillend kan worden vastgesteld. het is anderen dan de netbeheerder niet toegestaan bij afnemers als bedoeld in artikel 95a, eerste lid, geïnstalleerde, op afstand uitleesbare meetinrichtingen te vervangen die geïnstalleerd zijn tussen 31 december 2005 en het tijdstip waarop de in het eerste lid bedoelde periode aanvangt. indien een meetinrichting als bedoeld in artikel 95la, eerste lid, door de netbeheerder ter beschikking wordt gesteld, kan een afnemer als bedoeld"
DOC0967,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf4a,,Artikel26ae,Meetinrichtingen en meetgegevens,,,Artikel 26ae,,"in artikel 95a, eerste lid, deze meetinrichting weigeren. in dat geval wordt door de netbeheerder een niet op afstand uitleesbare meetinrichting ter beschikking gesteld. in aanvulling op artikel 30a kan het tarief voor de meting van elektriciteit mede betrekking hebben op de mate waarin een netbeheerder voortgang boekt bij de uitvoering van de verplichting, bedoeld in het eerste lid, en alsdan verschillen per netbeheerder. een netbeheerder zendt jaarlijks vóór 1 juni een rapportage aan onze minister en de autoriteit consument en markt waarin hij aangeeft welke voortgang is geboekt met de uitvoering van de taak, bedoeld in het eerste lid. degene die een meetinrichting als bedoeld in artikel 95la, eerste lid, ter beschikking stelt, informeert een afnemer als bedoeld in artikel 95a, eerste lid, bij de installatie op niet-discriminatoire wijze over de mogelijkheden van de meetinrichting."
DOC0968,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf4a,,Artikel26af,Meetinrichtingen en meetgegevens,,,Artikel 26af,,"een op afstand uitleesbare meetinrichting, die aan een afnemer als bedoeld in artikel 95a, eerste lid, ter beschikking is gesteld tussen 31 december 2005 en 1 januari 2012, wordt voor 15 jaren, te rekenen vanaf de datum van terbeschikkingstelling aan die afnemer, aangemerkt als een meetinrichting die voldoet aan de krachtens artikel 95la, eerste lid, gestelde eisen."
DOC0969,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf4a,,Artikel26ag,Meetinrichtingen en meetgegevens,,,nolabel,,dit onderdeel is nog niet inwerking getreden
DOC0970,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf4a,,Artikel26ah,Meetinrichtingen en meetgegevens,,,Artikel 26ah,,"de artikelen 26ab en 26ac, eerste lid, zijn niet van toepassing met betrekking tot afnemers die niet beschikken over een op afstand uitleesbare meetinrichting of die beschikken over een op afstand uitleesbare meetinrichting die niet op afstand wordt uitgelezen."
DOC0971,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel26b,Tariefstructuren en voorwaarden,,,Artikel 26b,,bij ministeriële regeling worden regels gesteld met betrekking tot de tariefstructuren en voorwaarden als bedoeld in de artikelen 27 en 31. de autoriteit consument en markt brengt advies uit over het ontwerp van de in het eerste lid bedoelde regels. een krachtens het eerste lid vast te stellen ministeriële regeling treedt niet eerder in werking dan vier weken nadat het ontwerp aan beide kamers der staten-generaal is overgelegd. het ontwerp wordt vergezeld door het over de ministeriële regeling uitgebrachte advies van de autoriteit consument en markt.
DOC0972,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel27,Tariefstructuren en voorwaarden,,,Artikel 27,,"met inachtneming van de in artikel 26b bedoelde regels en hetgeen is gesteld bij of krachtens verordening 2019/943 zenden de gezamenlijke netbeheerders aan de autoriteit consument en markt een voorstel met betrekking tot de door hen jegens afnemers te hanteren tariefstructuren dat de elementen en wijze van berekening beschrijft van het tarief waarvoor afnemers zullen worden aangesloten op een net, van het tarief waarvoor transport van elektriciteit, met inbegrip van de invoer, uitvoer en doorvoer van elektriciteit, ten behoeve van afnemers zal worden uitgevoerd, en de systeemdiensten worden verricht alsmede de energiebalans wordt gehandhaafd en het tarief voor meting van elektriciteit bij afnemers als bedoeld in artikel 95a, eerste lid. in de tariefstructuren wordt in ieder geval opgenomen dat: een afnemer recht heeft op een aansluiting op het door hem gewenste spanningsniveau, tenzij dit om technische redenen redelijkerwijs niet van de netbeheerder kan worden verlangd; een afnemer recht heeft op"
DOC0973,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel27,Tariefstructuren en voorwaarden,,,Artikel 27,,"een vergoeding van de netbeheerder, indien op zijn aansluiting een aansluiting ten behoeve van een derde wordt gemaakt; een afnemer die beschikt over een aansluiting met meerdere verbindingen aangesloten op één of meer spanningsniveaus die vallen binnen dezelfde tariefcategorie voor de berekening van het transportafhankelijk transporttarief wordt geacht te beschikken over één aansluiting; iedere afnemer recht heeft te worden aangesloten op het dichtstbijzijnde punt in het net met een bij zijn aansluiting behorend spanningsniveau, met dien verstande dat een afnemer die een aansluiting op het net wenst met een aansluitwaarde groter dan 10 mva, wordt aangesloten op het dichtstbijzijnde punt in het net waar voldoende netcapaciteit beschikbaar is; aanpassingen in het net die verband houden met het maken van een aansluiting komen voor rekening van de netbeheerder die het betreffende net beheert; een afnemer, niet zijnde een afnemer die een aansluiting op het net wenst met een aansluitwaarde groter dan"
DOC0974,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel27,Tariefstructuren en voorwaarden,,,Artikel 27,,"10 mva, recht heeft op een standaardaansluiting, waarbij de aansluitcapaciteit van deze aansluiting is gerelateerd aan de standaard gebruikte nominale aansluitspanning; het aansluittarief wordt gebaseerd op de grootte van de aansluitcapaciteit. de tarieven die de netbeheerder van het landelijk hoogspanningsnet in rekening brengt voor de handhaving van de energiebalans zijn objectief, transparant, niet-discriminatoir en weerspiegelen de kosten."
DOC0975,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel28,Tariefstructuren en voorwaarden,,,Artikel 28,,"het tarief waarvoor afnemers zullen worden aangesloten op een net heeft uitsluitend betrekking op: het verbreken van het net van de desbetreffende netbeheerder om een fysieke verbinding van de installatie van een afnemer met dat net tot stand te brengen, het installeren van voorzieningen om het net van de desbetreffende netbeheerder te beveiligen en beveiligd te houden en het tot stand brengen en in stand houden van een verbinding tussen de plaats waar het net verbroken is en de voorzieningen om het net te beveiligen. het tarief, bedoeld in het eerste lid, wordt in rekening gebracht bij iedere afnemer die door een netbeheerder wordt aangesloten op een net dat wordt beheerd door een netbeheerder. de tarieven voor de aansluiting van de afnemers die producent zijn, zijn objectief, transparant en niet-discriminatoir, waarbij rekening wordt gehouden met de kosten en baten van de onderscheiden technieken met betrekking tot duurzame energiebronnen, decentrale productie"
DOC0976,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel28,Tariefstructuren en voorwaarden,,,Artikel 28,,en warmtekrachtkoppeling.
DOC0977,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel29,Tariefstructuren en voorwaarden,,,Artikel 29,,"het tarief waarvoor transport van elektriciteit zal worden uitgevoerd heeft betrekking op de ontvangst en het invoeden van elektriciteit door afnemers, ongeacht de plaats van ontvangst of invoeding van de elektriciteit en ongeacht de plaats van de aansluiting waar de elektriciteit op het nederlandse net is ontvangen of ingevoed en op systeemdiensten. het tarief, bedoeld in het eerste lid, wordt in rekening gebracht bij iedere afnemer die elektriciteit ontvangt op een aansluiting op een net dat wordt beheerd door een netbeheerder. het tarief kan verschillen voor verschillende afnemers, afhankelijk van het spanningsniveau van het net waarop de afnemer is aangesloten. bij algemene maatregel van bestuur kan worden bepaald dat het tarief tevens in rekening wordt gebracht bij iedere afnemer die elektriciteit invoedt op een net dat wordt beheerd door een netbeheerder. in dat geval kan het tarief tevens verschillen voor het ontvangen of het invoeden van elektriciteit. het transporttarief wordt"
DOC0978,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel29,Tariefstructuren en voorwaarden,,,Artikel 29,,"berekend per aansluiting. voor de toepassing van het transporttarief wordt een streng van lichtmasten geacht te beschikken over één aansluiting. in aanvulling op het bepaalde bij of krachtens het eerste, tweede en derde lid, kunnen bij algemene maatregel van bestuur regels worden gesteld met betrekking tot het tarief waarvoor transport van elektriciteit zal worden uitgevoerd ten behoeve van bij die maatregel aan te geven afnemers dan wel voor daarbij te omschrijven transport van elektriciteit. het tarief, bedoeld in het eerste lid, dient mede ter dekking van de kosten die zijn verbonden aan verplichtingen die voor het tijdstip van intrekking van de elektriciteitswet 1989 door de aangewezen vennootschap zijn aangegaan met betrekking tot de aanleg van een verbinding voor het transport van elektriciteit tussen nederland en noorwegen. de voordracht voor een krachtens het tweede lid vast te stellen algemene maatregel van bestuur wordt niet eerder gedaan dan vier weken nadat het"
DOC0979,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel29,Tariefstructuren en voorwaarden,,,Artikel 29,,"ontwerp aan beide kamers der staten-generaal is overgelegd. bij het in rekening brengen van het tarief, bedoeld in het eerste lid, past de netbeheerder voor een afnemer met een bedrijfstijd van ten minste 65% en een verbruik op jaarbasis van ten minste 50 gwh, niet zijnde een netbeheerder, in een kalenderjaar een volumecorrectie van ten hoogste 90% toe op de tariefdragers van het transporttarief die zien op verbruik of aan het net onttrokken vermogen, op basis van de formule: volumecorrectie (in %) = (bedrijfstijd – 65%)/(85%–65%) * (verbruik – 50 gwh)/(250 gwh – 50 gwh) * 100 waarbij verbruik = de in de periode van een jaar aan het net onttrokken hoeveelheid elektriciteit, uitgedrukt in gwh met een maximum van 250 gwh. de bedrijfstijd, bedoeld in het zevende lid, bedraagt maximaal 85% en wordt berekend met de formule: bedrijfstijd (in %) = ((verbruik/kwmax)/totaal aantal uren in de periode van een"
DOC0980,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel29,Tariefstructuren en voorwaarden,,,Artikel 29,,"jaar) * 100 waarbij verbruik = de in de periode van een jaar in de daluren aan het net onttrokken elektriciteit geëxtrapoleerd naar die gehele periode, uitgedrukt in kwh kwmax = het in de periode van een jaar maximaal aan het net onttrokken vermogen, uitgedrukt in kw. indien de afnemer, bedoeld in het zevende lid, beschikt over een productie-installatie voor de productie van elektriciteit uit restproducten van een productieproces, zoals restgassen of restwarmte, wordt op verzoek van de afnemer door de netbeheerder bij de toepassing van het achtste lid voor het verbruik genomen de in de periode van een jaar in de daluren verbruikte elektriciteit geëxtrapoleerd naar die gehele periode, uitgedrukt in kwh. onder de periode van een jaar, bedoeld in het zevende, achtste en negende lid, wordt verstaan de periode tussen: 1 juli van het kalenderjaar twee jaar voorafgaand aan het kalenderjaar, bedoeld in het zevende lid en 30"
DOC0981,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel29,Tariefstructuren en voorwaarden,,,Artikel 29,,"juni van het kalenderjaar voorafgaand aan het kalenderjaar, bedoeld in het zevende lid. bij ministeriële regeling worden nadere regels gesteld ter uitvoering van het zevende tot en met het tiende lid."
DOC0982,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel30,Tariefstructuren en voorwaarden,,,Artikel 30,,vervallen
DOC0983,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel30a,Tariefstructuren en voorwaarden,,,Artikel 30a,,"het tarief voor de meting van elektriciteit bij afnemers als bedoeld in artikel 95a, eerste lid, heeft betrekking op: het beheer van de meetinrichtingen; het verschaffen van toegang tot meetgegevens als bedoeld in artikel 26ab, tweede en derde lid."
DOC0984,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel30b,Tariefstructuren en voorwaarden,,,Artikel 30b,,"bij het verlenen van een ontheffing als bedoeld in artikel 7a kan worden bepaald dat een tarief, waarvoor een experiment zal worden uitgevoerd, in rekening wordt gebracht bij de afnemers die deelnemen aan het experiment waarvoor de ontheffing is verleend. het tarief, bedoeld in het eerste lid, kan verschillen voor de verschillende afnemers die deelnemen aan het experiment waarvoor de ontheffing is verleend."
DOC0985,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel30c,Tariefstructuren en voorwaarden,,,Artikel 30c,,"bij het toekennen van een tijdelijke taak als bedoeld in artikel 17a kan worden bepaald dat een tarief, waarvoor die tijdelijke taak zal worden uitgevoerd, in rekening wordt gebracht bij de afnemers ten behoeve waarvan een netbeheerder de tijdelijke taak uitvoert. het tarief, bedoeld in het eerste lid, kan verschillen voor de verschillende afnemers ten behoeve waarvan een netbeheerder de tijdelijke taak uitvoert."
DOC0986,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel31,Tariefstructuren en voorwaarden,,,Artikel 31,,"met inachtneming van de in artikel 26b bedoelde regels en hetgeen is gesteld bij of krachtens verordening 2019/943 zenden de gezamenlijke netbeheerders aan de autoriteit consument en markt een voorstel voor de door hen jegens afnemers te hanteren voorwaarden met betrekking tot: de wijze waarop netbeheerders en afnemers alsmede netbeheerders zich jegens elkaar gedragen ten aanzien van het in werking hebben van de netten, het voorzien van een aansluiting op het net en het uitvoeren van transport van elektriciteit over het net, de wijze waarop netbeheerders en afnemers alsmede netbeheerders zich jegens elkaar gedragen ten aanzien van het meten van gegevens betreffende het transport van elektriciteit; de wijze waarop de netbeheerder van het landelijk hoogspanningsnet enerzijds en afnemers en de overige netbeheerders anderzijds zich jegens elkaar gedragen ten aanzien van de systeemdiensten, de gebiedsindeling van de netbeheerders met uitzondering van de netbeheerder van het net op zee, de regeling van"
DOC0987,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel31,Tariefstructuren en voorwaarden,,,Artikel 31,,"de samenwerking tussen de netbeheerders ten aanzien van de uitvoering van de taken, bedoeld in de onderdelen a, b en c, alsmede ten behoeve van het waarborgen van het netbeheer van alle netten en het transport van elektriciteit in buitengewone omstandigheden, de kwaliteitscriteria waaraan netbeheerders moeten voldoen met betrekking tot hun dienstverlening, welke in ieder geval betrekking hebben op te hanteren technische specificaties, het verhelpen van storingen in het transport van elektriciteit, de betalingsvoorwaarden, de klantenservice en het voorzien in compensatie bij ernstige storingen, de wijze waarop de netbeheerder van het landelijk hoogspanningsnet uitvoering geeft aan zijn taak de leveringszekerheid te waarborgen en de wijze waarop productiereservecapaciteit wordt aangehouden en ingezet, de wijze waarop de netbeheerder afnemers die producent zijn objectief, transparant en niet-discriminatoir op het net aansluit, rekening houdend met de kosten en baten van de onderscheiden technieken met betrekking tot hernieuwbare energiebronnen, decentrale productie en warmtekrachtkoppeling, de wijze"
DOC0988,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel31,Tariefstructuren en voorwaarden,,,Artikel 31,,"waarop de netbeheerder van het landelijk hoogspanningsnet jegens de andere netbeheerders en de afnemers de energiebalans handhaaft, het realiseren van koppelingen tussen en het verrichten van reparaties aan de netten, de wijze waarop de netbeheerder van het landelijk hoogspanningsnet enerzijds en afnemers en de overige netbeheerders anderzijds zich jegens elkaar gedragen ten aanzien van het verstrekken van informatie die noodzakelijk is voor een goede uitvoering van hetgeen is gesteld bij of krachtens verordening 2019/943. in de voorwaarden, bedoeld in het eerste lid, onderdeel c, worden in ieder geval voorwaarden opgenomen met betrekking tot de programma-verantwoordelijkheid, waarbij wordt bepaald dat de programma-verantwoordelijkheid kan worden overgedragen aan een ander, met uitzondering van een netbeheerder. in de voorwaarden, bedoeld in het eerste lid, onderdeel a, worden in ieder geval voorwaarden gesteld omtrent de eisen waaraan een bedrijf, dat de werkzaamheden bedoeld in artikel 16c, eerste of vijfde lid, uitvoert, moet voldoen. in de"
DOC0989,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel31,Tariefstructuren en voorwaarden,,,Artikel 31,,"voorwaarden, bedoeld in het eerste lid, onderdeel a, kunnen voorwaarden worden gesteld omtrent het bepalen van de omvang van de capaciteit voor het transport van elektriciteit over het landsgrensoverschrijdend net en voor het toewijzen van de beschikbare capaciteit op dat net, waaronder tevens begrepen wordt het veilen van capaciteit dan wel het volgens een andere marktconforme methode toewijzen van capaciteit, en het toewijzen van capaciteit die een afnemer niet gebruikt. de voorwaarden kunnen de nodige voorzieningen bevatten gericht op het voorkomen van belemmeringen voor goede marktwerking. de omvang van de capaciteit die toegewezen kan worden door middel van een veiling of een andere marktconforme methode is ten hoogste de totale omvang van de capaciteit voor het transport van elektriciteit over het landsgrensoverschrijdend net na aftrek van: de hoeveelheid capaciteit die de netbeheerder van het landelijk hoogspanningsnet reserveert om noodzakelijk transport van elektriciteit in het kader van onderlinge hulp en bijstand"
DOC0990,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel31,Tariefstructuren en voorwaarden,,,Artikel 31,,"ten behoeve van de instandhouding van de integriteit van de netten te kunnen uitvoeren, de hoeveelheid capaciteit die de autoriteit consument en markt op grond van artikel 26 heeft bestemd voor bepaalde verzoekers om capaciteit voor het transport van elektriciteit, en de hoeveelheid capaciteit waarvoor onze minister ontheffing heeft verleend op grond van artikel 86c. de netbeheerder van het landelijk hoogspanningsnet benut de opbrengst van het veilen of op een andere marktconforme methode toewijzen van capaciteit overeenkomstig de regeling, bedoeld in het vierde lid, voor het opheffen van beperkingen in de transportcapaciteit op het landsgrensoverschrijdende net dan wel voor andere, door de autoriteit consument en markt te bepalen doelen. de netbeheerder van het landelijk hoogspanningsnet voert een afzonderlijke boekhouding met betrekking tot de opbrengst van het veilen of op een andere marktconforme methode toewijzen van capaciteit. artikel 43 is van overeenkomstige toepassing. de voorwaarden, bedoeld in het eerste lid, onderdeel"
DOC0991,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel31,Tariefstructuren en voorwaarden,,,Artikel 31,,"g, kunnen mede betrekking hebben op de wijze waarop de netbeheerder van het landelijk hoogspanningsnet enerzijds en afnemers, leveranciers en de overige netbeheerders anderzijds zich jegens elkaar gedragen. onze minister kan, in aanvulling op de voorwaarden, bedoeld in het eerste lid, onderdeel b, en voorzover dit onderwerp geen regeling vindt in het bepaalde bij of krachtens artikel 72m, nadere regels stellen over: de vaststelling, bedoeld in artikel 16, eerste lid, onderdeel h; het meten, bedoeld in artikel 16, eerste lid, onderdeel i, en artikel 16a, eerste lid; het verstrekken van meetgegevens aan anderen dan genoemd in artikel 16a, tweede lid, met dien verstande dat meetgegevens slechts kunnen worden verstrekt aan leveranciers en handelaren met schriftelijke toestemming van de afnemer aan wie de meetgegevens toebehoren; het uitgeven van certificaten voor klimaatneutrale elektriciteit en elektriciteit opgewekt door middel van warmtekrachtkoppeling en het beheer van een certificatenrekening onderscheidenlijk het uitgeven van garanties van"
DOC0992,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel31,Tariefstructuren en voorwaarden,,,Artikel 31,,"oorsprong voor duurzame elektriciteit en garanties van oorsprong voor elektriciteit opgewekt in een installatie voor hoogrenderende warmtekrachtkoppeling en het beheer van een rekening; de kosten voor de uitvoering van de onderdelen a tot en met d. de voorwaarden, bedoeld in het eerste lid, onderdeel f, bepalen dat een vordering tot betaling van een schuld van een afnemer ter zake van geleverde diensten als bedoeld in artikel 27, eerste lid, wordt gedaan binnen twee jaren nadat de vordering opeisbaar is geworden en dat bij gebreke daarvan de vordering vervalt. de eerste volzin is niet van toepassing indien het uitblijven van bedoelde vordering, een onjuiste vordering daaronder begrepen, het rechtstreekse gevolg is van een daartoe gerichte opzettelijke gedraging van de afnemer. tot de voorwaarden bedoeld in het eerste lid, onderdeel g, behoren in elk geval door de netbeheerder van het landelijk hoogspanningsnet vast te stellen minimale voorschriften en verplichtingen inzake operationele netwerkveiligheid"
DOC0993,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel31,Tariefstructuren en voorwaarden,,,Artikel 31,,"waarvan deel uitmaakt de vaststelling van het niveau van voorzienbare omstandigheden waarin de operationele netwerkveiligheid gehandhaafd moet blijven. in de voorwaarden, bedoeld in het eerste lid, onderdelen a, f en g, kan worden vastgelegd op welke wijze netbeheerders uitvoering geven aan de regels over de storingsreserve, bedoeld in artikel 16, vierde en vijfde lid. het vijfde tot en met zevende lid vervallen op een bij koninklijk besluit te bepalen tijdstip, welk tijdstip kan verschillen voor de verschillende leden. in de voorwaarden, bedoeld in het eerste lid, onderdeel a, worden regels gesteld omtrent de technische eisen waaraan een aansluiting van een gesloten distributiesysteem moet voldoen."
DOC0994,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel31a,Tariefstructuren en voorwaarden,,,Artikel 31a,,vervallen
DOC0995,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel31b,Tariefstructuren en voorwaarden,,,Artikel 31b,,"bij ministeriële regeling worden, voor zover noodzakelijk ter uitvoering van de richtlijn, regels gesteld die de netbeheerder in acht moet nemen jegens afnemers als bedoeld in artikel 95a, eerste lid."
DOC0996,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel31c,Tariefstructuren en voorwaarden,,,Artikel 31c,,"voor afnemers als bedoeld in artikel 95a, eerste lid, die duurzame elektriciteit invoeden op het net, berekent de leverancier het verbruik ten behoeve van de facturering en inning van de leveringskosten door de aan het net onttrokken elektriciteit te verminderen met de op het net ingevoede elektriciteit, waarbij de vermindering maximaal de hoeveelheid aan het net onttrokken elektriciteit bedraagt. voor afnemers als bedoeld in artikel 95a, eerste lid, die niet-duurzame elektriciteit invoeden op het net, berekent de leverancier het verbruik ten behoeve van de facturering en inning van de leveringskosten door de aan het net onttrokken elektriciteit te verminderen met de op het net ingevoede elektriciteit, met een maximum van 5000 kwh aan op het net ingevoede elektriciteit, voor zover het saldo van de aan het net onttrokken minus de op het net ingevoede elektriciteit niet minder dan nul bedraagt. indien de door de afnemer, bedoeld in het eerste en"
DOC0997,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel31c,Tariefstructuren en voorwaarden,,,Artikel 31c,,"tweede lid, op het net ingevoede hoeveelheid elektriciteit groter is dan de hoeveelheid die ingevolge die leden in mindering wordt gebracht op de aan het net onttrokken elektriciteit, betaalt de leverancier aan de betreffende afnemer voor het meerdere een redelijke vergoeding."
DOC0998,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel32,Tariefstructuren en voorwaarden,,,Artikel 32,,"de netbeheerder van het landelijk hoogspanningsnet, de netbeheerder van het net op zee of ten minste een derde van het aantal overige netbeheerders kan de gezamenlijke netbeheerders verzoeken een voorstel te doen tot wijziging van de tariefstructuren of de voorwaarden, bedoeld in de artikelen 27 en 31, onder opgave van de redenen die naar zijn oordeel een dergelijke wijziging noodzakelijk maken. indien naar haar oordeel wijziging van de tariefstructuren of de voorwaarden, bedoeld in de artikelen 27 en 31, noodzakelijk is, zendt de autoriteit consument en markt een ontwerp van een besluit tot wijziging van de tariefstructuren of de voorwaarden aan de gezamenlijke netbeheerders en de representatieve organisaties van partijen op de elektriciteitsmarkt. in een voorstel of een ontwerp van een besluit tot wijziging van de tariefstructuren of de voorwaarden worden die onderdelen, bedoeld in artikel 27 of 31, opgenomen waarvan wijziging wordt verzocht."
DOC0999,BWBR0009755,Elektriciteitswet 1998,Hoofdstuk3,Transport van elektriciteit,Paragraaf5,,Artikel33,Tariefstructuren en voorwaarden,,,Artikel 33,,"de gezamenlijke netbeheerders voeren overleg met representatieve organisaties van partijen op de elektriciteitsmarkt over de voorstellen met betrekking tot de tariefstructuren en de voorwaarden, bedoeld in de artikelen 27, 31 en 32, eerste lid. in de voorstellen die aan de autoriteit consument en markt worden gezonden, geven de gezamenlijke netbeheerders aan welke gevolgtrekkingen zij hebben verbonden aan de zienswijzen die de organisaties, bedoeld in het eerste lid, naar voren hebben gebracht. de netbeheerder van het landelijk hoogspanningsnet voert overleg met de netbeheerders in andere landen waarmee een landgrensoverschrijdend net tot stand is gebracht over de voorschriften en verplichtingen inzake operationele netwerkveiligheid als bedoeld in artikel 31, elfde lid, voordat hij die voorschriften en verplichtingen vaststelt."
